nome,valor,marca,categoria,loc,ano,km_rodados
VOLKSWAGEN VIRTUS,59990,VOLKSWAGEN,Sedan,SP,2019,53250.0
CHEVROLET ONIX,35900,CHEVROLET,Hatch,SP,2017,65970.0
CHEVROLET ONIX,38490,CHEVROLET,Hatch,SP,2019,20000.0
RENAULT SANDERO,35690,RENAULT,Hatch,SP,2019,28587.0
VOLKSWAGEN VIRTUS,59990,VOLKSWAGEN,Sedan,SP,2018,53250.0
RENAULT SANDERO,32290,RENAULT,Hatch,SP,2017,55500.0
FIAT UNO,30590,FIAT,Hatch,SP,2016,15000.0
CHEVROLET ONIX,35300,CHEVROLET,Hatch,SP,2017,72600.0
CHEVROLET CRUZE,78690,CHEVROLET,Hatch,SP,2019,8391.0
CHEVROLET PRISMA,38490,CHEVROLET,Sedan,SP,2019,50377.0
RENAULT SANDERO,37490,RENAULT,Hatch,SP,2019,38201.0
RENAULT SANDERO,39890,RENAULT,Hatch,SP,2019,21249.0
RENAULT LOGAN,36690,RENAULT,Sedan,SP,2019,50000.0
RENAULT SANDERO,36990,RENAULT,Hatch,SP,2020,36143.0
FIAT UNO,28890,FIAT,Hatch,SP,2016,53000.0
FORD KA,33590,FORD,Hatch,SP,2017,59000.0
RENAULT FLUENCE,54190,RENAULT,Sedan,SP,2017,74468.0
LAND ROVER RANGE ROVER SPORT,294990,LAND ROVER,Hatch,SP,2015,37023.0
HYUNDAI HB20,42850,HYUNDAI,Hatch,SP,2018,13900.0
CHEVROLET ONIX,34490,CHEVROLET,Hatch,SP,2015,58900.0
VOLVO XC60,105490,VOLVO,Hatch,SP,2016,63899.0
VOLKSWAGEN VIRTUS,59990,VOLKSWAGEN,Sedan,SP,2018,40057.0
NISSAN MARCH,34590,NISSAN,Hatch,SP,2018,39570.0
FORD FUSION,55890,FORD,Hatch,SP,2013,109000.0
JEEP RENEGADE,69190,JEEP,Hatch,SP,2018,42485.0
HYUNDAI SANTA FE,99800,HYUNDAI,Hatch,SP,2015,74428.0
RENAULT KWID,32790,RENAULT,Sedan,SP,2018,17900.0
RENAULT LOGAN,36990,RENAULT,Sedan,SP,2018,42795.0
FORD FOCUS,55690,FORD,Hatch,SP,2017,38633.0
FIAT TORO,77990,FIAT,Hatch,SP,2017,28061.0
RENAULT MASTER,109900,RENAULT,SUV,SP,2017,216000.0
FORD KA,39490,FORD,Hatch,SP,2018,14809.0
CHEVROLET COBALT,53900,CHEVROLET,Sedan,SP,2018,38500.0
HONDA CIVIC,83890,HONDA,Sedan,SP,2018,24900.0
CHEVROLET PRISMA,37800,CHEVROLET,Sedan,SP,2017,10800.0
VOLKSWAGEN GOLF,81900,VOLKSWAGEN,Hatch,SP,2016,47452.0
HYUNDAI CRETA,69500,HYUNDAI,Sedan,SP,2017,34500.0
NISSAN LIVINA,21990,NISSAN,Mini Van,SP,2011,139000.0
HONDA HR-V,67890,HONDA,SUV,SP,2015,60000.0
FORD FOCUS,51500,FORD,Sedan,SP,2015,25700.0
RENAULT FLUENCE,29890,RENAULT,Sedan,SP,2012,80000.0
HONDA HR-V,67890,HONDA,SUV,SP,2015,60000.0
TOYOTA ETIOS,46900,TOYOTA,Conversível,SP,2016,29000.0
MERCEDES-BENZ C 200,73900,MERCEDES-BENZ,Esportivo,SP,2013,63000.0
FORD ECOSPORT,20690,FORD,Hatch,SP,2005,130000.0
TOYOTA ETIOS,51990,TOYOTA,Hatch,SP,2017,35000.0
CHEVROLET CORSA,12900,CHEVROLET,Sedan,SP,2005,136000.0
CHERY ARRIZO5,56990,CHERY,Hatch,SP,2019,14000.0
BMW 325I,47890,BMW,Sedan,SP,2008,120000.0
BMW 325I,47890,BMW,Sedan,SP,2008,120000.0
CHEVROLET MONTANA,39300,CHEVROLET,Utilitário,SP,2018,28741.0
CHEVROLET COBALT,34880,CHEVROLET,Hatch,SP,2013,74990.0
CHEVROLET CLASSIC,29900,CHEVROLET,Hatch,SP,2013,70797.0
FIAT MOBI,30990,FIAT,Hatch,SP,2018,30551.0
JEEP COMPASS,86700,JEEP,Hatch,SP,2018,29000.0
FORD FUSION,88990,FORD,Sedan,SP,2015,76615.0
FIAT MOBI,30990,FIAT,Hatch,SP,2018,27441.0
MERCEDES-BENZ CLS 350,110000,MERCEDES-BENZ,Sedan,SP,2011,80000.0
FIAT IDEA,39880,FIAT,Hatch,SP,2014,72871.0
LAND ROVER RANGE ROVER EVOQUE,124900,LAND ROVER,SUV,SP,2013,90000.0
FIAT GRAND SIENA,38900,FIAT,Hatch,SP,2014,95966.0
FIAT IDEA,24880,FIAT,Hatch,SP,2010,117574.0
RENAULT SANDERO,37990,RENAULT,Hatch,SP,2018,38987.0
FIAT FREEMONT,67900,FIAT,Hatch,SP,2015,59172.0
MITSUBISHI ASX,48990,MITSUBISHI,Utilitário,SP,2013,94522.0
FIAT LINEA,32880,FIAT,Hatch,SP,2012,31944.0
FIAT IDEA,41900,FIAT,Hatch,SP,2015,47040.0
FIAT PUNTO,24900,FIAT,Hatch,SP,2007,128237.0
FIAT BRAVO,27880,FIAT,Hatch,SP,2011,68000.0
CHEVROLET ONIX,39900,CHEVROLET,Hatch,SP,2016,110837.0
FIAT UNO,7900,FIAT,Utilitário,SP,2000,121212.0
CHEVROLET ONIX,45900,CHEVROLET,Hatch,SP,2018,37435.0
FIAT STRADA,48800,FIAT,Hatch,SP,2020,0.0
CHEVROLET ONIX,45900,CHEVROLET,Hatch,SP,2018,44950.0
CHEVROLET PRISMA,36990,CHEVROLET,Sedan,SP,2017,49001.0
FIAT STRADA,57500,FIAT,Hatch,SP,2019,0.0
RENAULT SANDERO,37990,RENAULT,Hatch,SP,2018,38987.0
CHEVROLET ONIX,35900,CHEVROLET,Hatch,SP,2016,108528.0
CHEVROLET MERIVA,25880,CHEVROLET,Hatch,SP,2010,45012.0
CHEVROLET MERIVA,26900,CHEVROLET,Hatch,SP,2009,98511.0
HYUNDAI HB20S,50590,HYUNDAI,Sedan,SP,2017,34035.0
CHERY QQ,14490,CHERY,Hatch,SP,2011,101.0
SUZUKI VITARA,67900,SUZUKI,Hatch,SP,2017,67000.0
FORD KA,34480,FORD,Hatch,SP,2017,44434.0
RENAULT KWID,32990,RENAULT,Hatch,SP,2018,34044.0
RENAULT KWID,39990,RENAULT,Hatch,SP,2019,1000.0
TOYOTA ETIOS,52640,TOYOTA,Hatch,SP,2018,22023.0
NISSAN FRONTIER,144990,NISSAN,Utilitário,SP,2020,0.0
VOLKSWAGEN SAVEIRO,58970,VOLKSWAGEN,Hatch,SP,2016,37100.0
FIAT UNO,34990,FIAT,Hatch,SP,2019,18813.0
VOLKSWAGEN JETTA,50990,VOLKSWAGEN,Hatch,SP,2014,66152.0
TOYOTA ETIOS,39990,TOYOTA,Sedan,SP,2017,65105.0
SUZUKI JIMNY SIERRA,135900,SUZUKI,Hatch,SP,2019,11000.0
FORD FOCUS,49990,FORD,Hatch,SP,2014,48988.0
NISSAN MARCH,48900,NISSAN,Hatch,SP,2018,16000.0
FORD ECOSPORT,29000,FORD,SUV,SP,2008,123245.0
SUZUKI GRAND VITARA,38790,SUZUKI,Utilitário,SP,2013,74787.0
MITSUBISHI ECLIPSE CROSS,145990,MITSUBISHI,Hatch,SP,2019,9803.0
JAC T40,48990,JAC,Hatch,SP,2018,37738.0
CHEVROLET MONTANA,20900,CHEVROLET,Hatch,SP,2005,185522.0
RENAULT MASTER,59900,RENAULT,Van,SP,2009,333515.0
HYUNDAI H100,29900,HYUNDAI,Van,SP,2003,380344.0
CITROEN JUMPER,99900,CITROEN,Van,SP,2013,210054.0
VOLKSWAGEN PASSAT,26900,VOLKSWAGEN,Hatch,SP,2007,132000.0
RENAULT DUSTER,32900,RENAULT,Hatch,SP,2012,153000.0
FIAT FREEMONT,52700,FIAT,Hatch,SP,2013,41000.0
PEUGEOT 2008,58700,PEUGEOT,Hatch,SP,2017,42000.0
RENAULT DUSTER,54990,RENAULT,SUV,SP,2018,15000.0
SUBARU FORESTER,73990,SUBARU,SUV,SP,2013,93000.0
VOLKSWAGEN SAVEIRO,47990,VOLKSWAGEN,Picape,SP,2014,72000.0
RENAULT SANDERO,28700,RENAULT,Hatch,SP,2014,66000.0
CITROEN AIRCROSS,40700,CITROEN,Hatch,SP,2015,66200.0
HYUNDAI CRETA,63990,HYUNDAI,SUV,SP,2017,25000.0
HYUNDAI HB20S,41900,HYUNDAI,Sedan,SP,2015,58394.0
CHEVROLET PRISMA,49900,CHEVROLET,Sedan,SP,2017,52381.0
HONDA CITY,52900,HONDA,Sedan,SP,2015,58000.0
FIAT MOBI,24990,FIAT,Hatch,SP,2017,41000.0
VOLKSWAGEN SAVEIRO,40890,VOLKSWAGEN,Picape,SP,2018,45000.0
JEEP COMPASS,102990,JEEP,Hatch,SP,2019,45000.0
SUZUKI GRAND VITARA,53900,SUZUKI,Hatch,SP,2015,68000.0
RENAULT LOGAN,40990,RENAULT,Sedan,SP,2018,45000.0
VOLVO XC60,51890,VOLVO,Hatch,SP,2012,87000.0
SUZUKI VITARA,79900,SUZUKI,Hatch,SP,2017,35500.0
NISSAN MARCH,34490,NISSAN,Hatch,SP,2018,34776.0
FORD FUSION,85890,FORD,Hatch,SP,2015,29000.0
CHEVROLET SPIN,44890,CHEVROLET,Hatch,SP,2014,69000.0
TOYOTA HILUX SW4,129999,TOYOTA,Hatch,SP,2013,98900.0
VOLKSWAGEN VOYAGE,32900,VOLKSWAGEN,Hatch,SP,2016,76980.0
CITROEN C3,19400,CITROEN,Hatch,SP,2012,88049.0
HYUNDAI HB20,50900,HYUNDAI,Hatch,SP,2018,16629.0
RENAULT SANDERO,35900,RENAULT,Hatch,SP,2015,41800.0
CHEVROLET PRISMA,36900,CHEVROLET,Sedan,SP,2017,53891.0
RENAULT CAPTUR,64990,RENAULT,Hatch,SP,2019,40601.0
FIAT ARGO,38990,FIAT,Hatch,SP,2019,42498.0
CHEVROLET COBALT,63350,CHEVROLET,Sedan,SP,2018,20448.0
CHEVROLET MONTANA,22799,CHEVROLET,Conversível,SP,2008,185914.0
FORD KA,37990,FORD,Hatch,SP,2018,29224.0
FIAT ARGO,39890,FIAT,Hatch,SP,2018,40487.0
FIAT STRADA,34990,FIAT,Picape,SP,2017,64964.0
CHEVROLET SPIN,67590,CHEVROLET,Hatch,SP,2018,45600.0
RENAULT KWID,34499,RENAULT,Hatch,SP,2018,17000.0
HYUNDAI HB20,39500,HYUNDAI,Hatch,SP,2019,28208.0
CHEVROLET CLASSIC,28499,CHEVROLET,Hatch,SP,2016,75000.0
FORD ECOSPORT,67990,FORD,Hatch,SP,2018,30000.0
SUZUKI VITARA,75990,SUZUKI,Hatch,SP,2018,16000.0
HYUNDAI VERACRUZ,49890,HYUNDAI,SUV,SP,2011,80000.0
MITSUBISHI PAJERO FULL,155990,MITSUBISHI,Hatch,SP,2015,38000.0
JEEP COMPASS,95900,JEEP,Hatch,SP,2016,35000.0
CITROEN AIRCROSS,34890,CITROEN,Hatch,SP,2015,47879.0
LEXUS IS 250,129900,LEXUS,Custom,SP,2013,29800.0
MITSUBISHI OUTLANDER,47990,MITSUBISHI,Hatch,SP,2012,114600.0
MITSUBISHI OUTLANDER,81990,MITSUBISHI,Hatch,SP,2015,46000.0
MITSUBISHI L200 TRITON SPORT,134990,MITSUBISHI,Hatch,SP,2018,42000.0
KIA SPORTAGE,58990,KIA,Hatch,SP,2014,72800.0
MITSUBISHI ASX,69990,MITSUBISHI,Hatch,SP,2016,50500.0
MITSUBISHI ASX,77990,MITSUBISHI,Hatch,SP,2018,27500.0
AUDI A3,101990,AUDI,Sedan,SP,2018,22000.0
PEUGEOT BOXER,69900,PEUGEOT,Van,SP,2011,239520.0
KIA SORENTO,58890,KIA,SUV,SP,2011,110000.0
SUZUKI GRAND VITARA,32990,SUZUKI,SUV,SP,2010,119000.0
RENAULT CAPTUR,56000,RENAULT,Hatch,SP,2017,108000.0
KIA SORENTO,58890,KIA,SUV,SP,2011,110000.0
MITSUBISHI PAJERO TR4,39990,MITSUBISHI,SUV,SP,2012,55000.0
FIAT DUCATO,69900,FIAT,Van,SP,2009,290032.0
CHEVROLET CRUZE,43290,CHEVROLET,Hatch,SP,2013,71000.0
VOLKSWAGEN SAVEIRO,27990,VOLKSWAGEN,Picape,SP,2010,150000.0
VOLKSWAGEN NEW BEETLE,32490,VOLKSWAGEN,Hatch,SP,2009,84000.0
FIAT GRAND SIENA,34990,FIAT,Sedan,SP,2014,143000.0
RENAULT DUSTER,53000,RENAULT,Hatch,SP,2018,19600.0
NISSAN MARCH,34900,NISSAN,Utilitário,SP,2014,86000.0
TOYOTA COROLLA,43900,TOYOTA,Utilitário,SP,2010,99000.0
RENAULT DUSTER,41900,RENAULT,Utilitário,SP,2014,71000.0
CITROEN C4,19990,CITROEN,Sedan,SP,2010,130.0
RENAULT SANDERO,43900,RENAULT,Utilitário,SP,2017,58000.0
RENAULT SANDERO,42070,RENAULT,Hatch,SP,2019,22334.0
RENAULT KWID,36900,RENAULT,Utilitário,SP,2018,16000.0
RENAULT SANDERO,41900,RENAULT,Utilitário,SP,2017,60000.0
BMW M4,277000,BMW,Hatch,SP,2014,29000.0
CITROEN C4 PICASSO,67990,CITROEN,Hatch,SP,2015,65000.0
HYUNDAI VERACRUZ,42990,HYUNDAI,Wagon/Perua,SP,2010,70000.0
RENAULT KWID,32500,RENAULT,Hatch,SP,2018,47247.0
HYUNDAI HB20S,40900,HYUNDAI,Hatch,SP,2016,60000.0
CHEVROLET ONIX,33990,CHEVROLET,Hatch,SP,2016,59000.0
DODGE JOURNEY,37890,DODGE,Custom,SP,2010,93982.0
BMW X1,55890,BMW,Custom,SP,2010,83359.0
FORD FIESTA,41890,FORD,Custom,SP,2014,73221.0
RENAULT DUSTER,58500,RENAULT,Hatch,SP,2019,13500.0
CITROEN AIRCROSS,29990,CITROEN,Wagon/Perua,SP,2014,99000.0
VOLKSWAGEN SAVEIRO,36900,VOLKSWAGEN,Utilitário,SP,2016,85000.0
CHEVROLET ZAFIRA,30900,CHEVROLET,SUV,SP,2009,130000.0
VOLKSWAGEN POLO,20900,VOLKSWAGEN,Utilitário,SP,2007,163000.0
FIAT TORO,68800,FIAT,Picape,SP,2018,25200.0
VOLKSWAGEN FOX,42900,VOLKSWAGEN,Utilitário,SP,2015,70000.0
FIAT UNO,23590,FIAT,Hatch,SP,2012,90000.0
FORD KA,37500,FORD,Hatch,SP,2017,55200.0
VOLKSWAGEN CROSS UP!,48900,VOLKSWAGEN,Utilitário,SP,2017,65000.0
JEEP RENEGADE,67900,JEEP,Utilitário,SP,2016,56000.0
HYUNDAI HB20S,42900,HYUNDAI,Utilitário,SP,2017,50000.0
FIAT IDEA,42900,FIAT,Utilitário,SP,2014,55000.0
FIAT IDEA,36900,FIAT,Utilitário,SP,2013,57000.0
CHEVROLET ONIX,39900,CHEVROLET,Utilitário,SP,2018,29000.0
CHEVROLET MERIVA,17900,CHEVROLET,Utilitário,SP,2004,140000.0
CHEVROLET COBALT,31900,CHEVROLET,Utilitário,SP,2012,71000.0
FIAT IDEA,33900,FIAT,Utilitário,SP,2015,73000.0
CHEVROLET PRISMA,39900,CHEVROLET,Utilitário,SP,2017,69000.0
HYUNDAI HB20,33990,HYUNDAI,Utilitário,SP,2013,72461.0
NISSAN LIVINA,33900,NISSAN,Utilitário,SP,2013,82000.0
CHEVROLET ONIX,36880,CHEVROLET,Hatch,SP,2013,65311.0
FIAT MOBI,31880,FIAT,Hatch,SP,2017,29969.0
NISSAN VERSA,49900,NISSAN,Utilitário,SP,2018,29000.0
HYUNDAI HB20,49900,HYUNDAI,Hatch,SP,2019,3500.0
CHEVROLET PRISMA,32900,CHEVROLET,Hatch,SP,2015,58500.0
PEUGEOT 208,35990,PEUGEOT,Hatch,SP,2017,47400.0
CITROEN C3,27990,CITROEN,Hatch,SP,2013,61000.0
NISSAN SENTRA,53990,NISSAN,Hatch,SP,2016,38441.0
RENAULT MASTER,157900,RENAULT,Van,SP,2019,0.0
RENAULT LOGAN,34166,RENAULT,Sedan,SP,2019,69593.0
FORD KA,37990,FORD,Hatch,SP,2017,32541.0
MERCEDES-BENZ SPRINTER,119900,MERCEDES-BENZ,Van,SP,2015,103998.0
LAND ROVER RANGE ROVER EVOQUE,103000,LAND ROVER,Hatch,SP,2013,92000.0
AUDI A1,53890,AUDI,Hatch,SP,2012,80000.0
RENAULT DUSTER,37900,RENAULT,Utilitário,SP,2012,79000.0
FIAT FIORINO,35900,FIAT,Utilitário,SP,2015,42000.0
KIA SPORTAGE,87900,KIA,Hatch,SP,2017,45000.0
NISSAN MARCH,37490,NISSAN,Hatch,SP,2018,101.0
MITSUBISHI ASX,41790,MITSUBISHI,Hatch,SP,2010,97000.0
JEEP COMPASS,113900,JEEP,SUV,SP,2019,8000.0
VOLKSWAGEN FOX,19900,VOLKSWAGEN,Hatch,SP,2008,142500.0
HYUNDAI CRETA,69980,HYUNDAI,Hatch,SP,2017,49937.0
CITROEN C3,22900,CITROEN,Hatch,SP,2011,148000.0
RENAULT LOGAN,36880,RENAULT,Hatch,SP,2016,66184.0
TOYOTA ETIOS,41990,TOYOTA,Sedan,SP,2016,61785.0
RENAULT SANDERO,37990,RENAULT,Hatch,SP,2019,101.0
RENAULT LOGAN,34990,RENAULT,Hatch,SP,2017,25359.0
CHEVROLET ONIX,47890,CHEVROLET,Hatch,SP,2017,48096.0
HYUNDAI SANTA FE,250000,HYUNDAI,Hatch,SP,2019,0.0
CHERY TIGGO 7,94990,CHERY,Hatch,SP,2019,100.0
FORD KA,37990,FORD,Hatch,SP,2018,35847.0
NISSAN MARCH,35990,NISSAN,Hatch,SP,2018,28256.0
HYUNDAI HB20,35490,HYUNDAI,Hatch,SP,2018,26544.0
HYUNDAI HB20,49990,HYUNDAI,Hatch,SP,2016,37714.0
MERCEDES-BENZ SPRINTER,139900,MERCEDES-BENZ,Van,SP,2015,197971.0
RENAULT CAPTUR,70990,RENAULT,Hatch,SP,2018,30722.0
HYUNDAI CRETA,71990,HYUNDAI,Hatch,SP,2016,69310.0
FORD KA,32990,FORD,Hatch,SP,2015,74609.0
RENAULT MASTER,124900,RENAULT,Van,SP,2014,59310.0
HYUNDAI I30,45890,HYUNDAI,Hatch,SP,2013,55146.0
HYUNDAI HB20,36890,HYUNDAI,Hatch,SP,2016,67035.0
HYUNDAI HB20,33890,HYUNDAI,Hatch,SP,2014,45530.0
VOLKSWAGEN GOL,21990,VOLKSWAGEN,Hatch,SP,2012,155884.0
HYUNDAI HB20S,56760,HYUNDAI,Hatch,SP,2018,14921.0
TOYOTA YARIS,72000,TOYOTA,Sedan,SP,2018,3402.0
HONDA HR-V,72990,HONDA,SUV,SP,2016,46000.0
NISSAN VERSA,41900,NISSAN,Hatch,SP,2018,67000.0
VOLKSWAGEN FOX,53990,VOLKSWAGEN,Hatch,SP,2019,0.0
FIAT IDEA,25990,FIAT,Hatch,SP,2012,106654.0
VOLKSWAGEN FOX,53990,VOLKSWAGEN,Hatch,SP,2019,0.0
HYUNDAI TUCSON,44890,HYUNDAI,Hatch,SP,2015,39000.0
RENAULT DUSTER,39000,RENAULT,Utilitário,SP,2014,113705.0
NISSAN MARCH,22500,NISSAN,Hatch,SP,2012,60000.0
CHEVROLET ONIX,29900,CHEVROLET,Hatch,SP,2016,69544.0
HYUNDAI HB20,39900,HYUNDAI,Hatch,SP,2019,33091.0
VOLKSWAGEN FOX,50350,VOLKSWAGEN,Hatch,SP,2019,0.0
FIAT PUNTO,30990,FIAT,Hatch,SP,2013,95000.0
VOLKSWAGEN VIRTUS,66990,VOLKSWAGEN,Hatch,SP,2018,22400.0
SUZUKI S-CROSS,58500,SUZUKI,Utilitário,SP,2015,44238.0
FORD FOCUS,25980,FORD,Hatch,SP,2010,231821.0
CHERY TIGGO 5X,92990,CHERY,Hatch,SP,2019,106.0
FORD ECOSPORT,41990,FORD,Utilitário,SP,2013,59654.0
NISSAN KICKS,64900,NISSAN,Hatch,SP,2017,52000.0
FORD FOCUS,56990,FORD,Sedan,SP,2016,59137.0
CITROEN AIRCROSS,49290,CITROEN,Hatch,SP,2017,21159.0
HYUNDAI HB20S,45990,HYUNDAI,Hatch,SP,2016,121316.0
MITSUBISHI OUTLANDER,39990,MITSUBISHI,Hatch,SP,2012,106000.0
CHEVROLET MONTANA,34900,CHEVROLET,Utilitário,SP,2017,31000.0
CHERY TIGGO 5X,92990,CHERY,Hatch,SP,2019,100.0
CHERY TIGGO 7,94990,CHERY,Hatch,SP,2019,100.0
HYUNDAI HB20,44490,HYUNDAI,Hatch,SP,2015,37374.0
HYUNDAI HB20,36990,HYUNDAI,Hatch,SP,2015,74808.0
FORD KA,30990,FORD,Hatch,SP,2015,114389.0
FIAT MOBI,29890,FIAT,Hatch,SP,2017,27200.0
RENAULT DUSTER,48900,RENAULT,Hatch,SP,2017,99346.0
FIAT MOBI,29890,FIAT,Hatch,SP,2017,51416.0
CHEVROLET MONTANA,39290,CHEVROLET,Utilitário,SP,2018,16224.0
FORD KA+,37980,FORD,Sedan,SP,2017,32830.0
RENAULT LOGAN,21900,RENAULT,Sedan,SP,2013,142104.0
FIAT MOBI,29890,FIAT,Hatch,SP,2017,48913.0
HYUNDAI HB20S,41300,HYUNDAI,Sedan,SP,2016,82115.0
PEUGEOT 208,32390,PEUGEOT,Hatch,SP,2016,117325.0
CITROEN C3,31900,CITROEN,Hatch,SP,2017,64117.0
RENAULT LOGAN,33490,RENAULT,Sedan,SP,2018,61859.0
VOLKSWAGEN VIRTUS,57890,VOLKSWAGEN,Sedan,SP,2018,58000.0
RENAULT KWID,31990,RENAULT,Hatch,SP,2018,50000.0
FORD KA,38890,FORD,Hatch,SP,2018,24857.0
CHEVROLET ONIX,34490,CHEVROLET,Hatch,SP,2018,59000.0
RENAULT LOGAN,35890,RENAULT,Sedan,SP,2019,39000.0
JAGUAR E-PACE,219900,JAGUAR,Hatch,SP,2018,5519.0
RENAULT KWID,30490,RENAULT,Hatch,SP,2017,39000.0
FORD FUSION,84990,FORD,Hatch,SP,2015,49000.0
JAGUAR E-PACE,239900,JAGUAR,Hatch,SP,2019,100.0
RENAULT LOGAN,35890,RENAULT,Sedan,SP,2019,40602.0
RENAULT DUSTER,53890,RENAULT,Hatch,SP,2019,35000.0
FIAT UNO,34990,FIAT,Hatch,SP,2018,101.0
CHEVROLET PRISMA,36890,CHEVROLET,Sedan,SP,2018,60121.0
JAGUAR F-PACE,268900,JAGUAR,Hatch,SP,2019,100.0
FERRARI 458,1150000,FERRARI,Hatch,SP,2010,26000.0
RENAULT KWID,30890,RENAULT,Hatch,SP,2018,39000.0
CHEVROLET ONIX,34490,CHEVROLET,Hatch,SP,2018,63000.0
RENAULT KWID,31890,RENAULT,Hatch,SP,2018,41000.0
CHEVROLET CORSA,22900,CHEVROLET,Hatch,SP,2010,110000.0
FORD FOCUS,57490,FORD,Hatch,SP,2018,28000.0
CHEVROLET ONIX,30890,CHEVROLET,Hatch,SP,2017,68425.0
RENAULT SANDERO,41590,RENAULT,Hatch,SP,2019,34000.0
CHERY TIGGO2,54900,CHERY,Hatch,SP,2018,7005.0
VOLKSWAGEN FOX,40900,VOLKSWAGEN,Hatch,SP,2017,29541.0
RENAULT KWID,31900,RENAULT,Hatch,SP,2018,35553.0
RENAULT LOGAN,33490,RENAULT,Sedan,SP,2018,60012.0
MITSUBISHI ASX,47900,MITSUBISHI,Hatch,SP,2013,72022.0
RENAULT SANDERO,33790,RENAULT,Hatch,SP,2015,72000.0
LAND ROVER DISCOVERY,428900,LAND ROVER,Hatch,SP,2019,1417.0
MITSUBISHI PAJERO TR4,44890,MITSUBISHI,Hatch,SP,2012,47000.0
CHEVROLET CRUZE,58890,CHEVROLET,Hatch,SP,2015,84000.0
CHEVROLET ONIX,29890,CHEVROLET,Hatch,SP,2016,130000.0
NISSAN VERSA,41990,NISSAN,Hatch,SP,2017,56000.0
NISSAN VERSA,41990,NISSAN,Hatch,SP,2017,56000.0
BMW 320I,98900,BMW,Hatch,SP,2016,37900.0
FORD ECOSPORT,45890,FORD,Hatch,SP,2014,97000.0
HYUNDAI IX35,49900,HYUNDAI,Utilitário,SP,2011,110000.0
HYUNDAI I30,33900,HYUNDAI,Hatch,SP,2010,65000.0
FORD RANGER,196490,FORD,Hatch,SP,2020,0.0
FORD KA+,45490,FORD,Hatch,SP,2019,0.0
RENAULT SANDERO,35900,RENAULT,Hatch,SP,2016,37870.0
HYUNDAI HB20,59990,HYUNDAI,Hatch,SP,2017,42600.0
FORD KA,54490,FORD,Sedan,SP,2019,0.0
FIAT ARGO,41990,FIAT,Hatch,SP,2019,27788.0
FORD ECOSPORT,78790,FORD,Hatch,SP,2019,0.0
FORD ECOSPORT,88690,FORD,Hatch,SP,2019,0.0
FORD KA,49990,FORD,Sedan,SP,2019,0.0
FORD RANGER,125990,FORD,Hatch,SP,2019,0.0
FORD RANGER,139627,FORD,Hatch,SP,2019,0.0
FORD ECOSPORT,70890,FORD,Hatch,SP,2019,0.0
CHEVROLET COBALT,61900,CHEVROLET,Sedan,SP,2019,16000.0
FORD RANGER,125990,FORD,Hatch,SP,2019,0.0
FORD KA,59390,FORD,Sedan,SP,2019,0.0
FORD RANGER,157114,FORD,Hatch,SP,2019,0.0
FORD KA,62780,FORD,Hatch,SP,2019,0.0
FORD KA,62480,FORD,Hatch,SP,2019,0.0
JEEP RENEGADE,57500,JEEP,Hatch,SP,2015,18500.0
SUZUKI GRAND VITARA,49900,SUZUKI,Hatch,SP,2013,65000.0
FORD KA,37880,FORD,Hatch,SP,2017,35587.0
FIAT UNO,27890,FIAT,Hatch,SP,2010,64000.0
CHEVROLET COBALT,45990,CHEVROLET,Sedan,SP,2016,54874.0
FORD KA,34890,FORD,Hatch,SP,2015,55583.0
VOLKSWAGEN NEW BEETLE,38880,VOLKSWAGEN,Hatch,SP,2010,85809.0
PORSCHE MACAN,269990,PORSCHE,Utilitário,SP,2014,37000.0
VOLKSWAGEN SPACEFOX,25900,VOLKSWAGEN,Custom,SP,2010,130209.0
RENAULT SANDERO,36890,RENAULT,Hatch,SP,2019,52000.0
FORD KA,33890,FORD,Hatch,SP,2017,59000.0
HYUNDAI TUCSON,31900,HYUNDAI,Hatch,SP,2011,104735.0
AUDI A4,65890,AUDI,Hatch,SP,2015,119000.0
VOLVO XC40,129990,VOLVO,Hatch,SP,2018,28900.0
VOLKSWAGEN VOYAGE,47900,VOLKSWAGEN,Sedan,SP,2019,15000.0
RENAULT CAPTUR,74490,RENAULT,Hatch,SP,2019,33375.0
CHEVROLET ONIX,32990,CHEVROLET,Hatch,SP,2016,70000.0
CHEVROLET SPIN,48900,CHEVROLET,Mini Van,SP,2018,72183.0
VOLKSWAGEN CROSS UP!,34490,VOLKSWAGEN,Hatch,SP,2015,80302.0
VOLKSWAGEN UP!,32890,VOLKSWAGEN,Hatch,SP,2017,65055.0
FIAT SIENA,24890,FIAT,Sedan,SP,2011,113608.0
FORD FOCUS,52900,FORD,Hatch,SP,2016,36947.0
FIAT TORO,121900,FIAT,Hatch,SP,2019,0.0
CHEVROLET CLASSIC,18900,CHEVROLET,Hatch,SP,2009,102321.0
VOLKSWAGEN VOYAGE,44890,VOLKSWAGEN,Sedan,SP,2018,25587.0
JEEP COMPASS,96990,JEEP,Hatch,SP,2019,29566.0
HONDA CIVIC,89900,HONDA,Hatch,SP,2018,29451.0
HONDA WR-V,68900,HONDA,Hatch,SP,2018,11841.0
CHEVROLET ONIX,34990,CHEVROLET,Hatch,SP,2019,45234.0
RENAULT CAPTUR,68890,RENAULT,Hatch,SP,2018,24098.0
CHEVROLET PRISMA,54890,CHEVROLET,Sedan,SP,2018,36665.0
CHEVROLET PRISMA,38890,CHEVROLET,Sedan,SP,2018,51200.0
